entry_utc,event_slug,market_slug,city,target_date,side,bucket,tier,price,shares,stake,fee,trigger_ask,peak_ask,potential_profit,status,payout,pnl,settle_utc
2026-07-19T14:36:56Z,highest-temperature-in-milan-on-july-19-2026,highest-temperature-in-milan-on-july-19-2026-33c,milan,2026-07-19,NO,33°C,10-19c,0.85,11.76,10.0,0.075,0.18,0.49,1.68,won,11.76,1.68,2026-07-20T06:38:01Z
2026-07-19T14:57:23Z,highest-temperature-in-milan-on-july-19-2026,highest-temperature-in-milan-on-july-19-2026-33c,milan,2026-07-19,NO,33°C,20-29c,0.93,10.75,10.0,0.035,0.2,0.49,0.71,won,10.75,0.71,2026-07-20T06:38:01Z
2026-07-19T15:12:45Z,highest-temperature-in-miami-on-july-19-2026,highest-temperature-in-miami-on-july-19-2026-90-91f,miami,2026-07-19,NO,90-91°F,10-19c,0.9,11.11,10.0,0.05,0.19,0.4,1.06,lost,0.0,-10.05,2026-07-20T06:38:01Z
2026-07-19T15:17:37Z,highest-temperature-in-sao-paulo-on-july-19-2026,highest-temperature-in-sao-paulo-on-july-19-2026-27c,sao-paulo,2026-07-19,NO,27°C,20-29c,0.88,11.36,10.0,0.06,0.28,0.4,1.3,won,11.36,1.3,2026-07-20T06:38:01Z
2026-07-19T15:22:54Z,highest-temperature-in-milan-on-july-19-2026,highest-temperature-in-milan-on-july-19-2026-33c,milan,2026-07-19,YES,33°C,dao-chieu,0.44,68.18,30.0,0.84,0.44,0.18,37.34,lost,0.0,-30.84,2026-07-20T06:38:01Z
2026-07-19T15:22:54Z,highest-temperature-in-buenos-aires-on-july-19-2026,highest-temperature-in-buenos-aires-on-july-19-2026-13c,buenos-aires,2026-07-19,NO,13°C,20-29c,0.84,11.9,10.0,0.08,0.26,0.62,1.82,lost,0.0,-10.08,2026-07-20T06:38:01Z
2026-07-19T15:43:27Z,highest-temperature-in-nyc-on-july-19-2026,highest-temperature-in-nyc-on-july-19-2026-82-83f,nyc,2026-07-19,NO,82-83°F,20-29c,0.79,12.66,10.0,0.105,0.28,0.55,2.56,won,12.66,2.56,2026-07-20T06:38:01Z
2026-07-19T16:03:37Z,highest-temperature-in-nyc-on-july-19-2026,highest-temperature-in-nyc-on-july-19-2026-82-83f,nyc,2026-07-19,NO,82-83°F,10-19c,0.88,11.36,10.0,0.06,0.17,0.55,1.3,won,11.36,1.3,2026-07-20T06:38:01Z
2026-07-19T16:49:48Z,highest-temperature-in-sao-paulo-on-july-19-2026,highest-temperature-in-sao-paulo-on-july-19-2026-27c,sao-paulo,2026-07-19,YES,27°C,dao-chieu,0.62,48.39,30.0,0.57,0.62,0.28,17.82,lost,0.0,-30.57,2026-07-20T06:38:01Z
2026-07-19T16:49:48Z,highest-temperature-in-miami-on-july-19-2026,highest-temperature-in-miami-on-july-19-2026-90-91f,miami,2026-07-19,YES,90-91°F,dao-chieu,0.57,52.63,30.0,0.645,0.57,0.26,21.99,won,52.63,21.99,2026-07-20T06:38:01Z
2026-07-19T16:55:02Z,highest-temperature-in-nyc-on-july-19-2026,highest-temperature-in-nyc-on-july-19-2026-78-79f,nyc,2026-07-19,NO,78-79°F,20-29c,0.74,13.51,10.0,0.13,0.29,0.4,3.38,won,13.51,3.38,2026-07-20T06:38:01Z
2026-07-19T17:05:06Z,highest-temperature-in-nyc-on-july-19-2026,highest-temperature-in-nyc-on-july-19-2026-78-79f,nyc,2026-07-19,NO,78-79°F,10-19c,0.84,11.9,10.0,0.08,0.19,0.4,1.82,won,11.9,1.82,2026-07-20T06:38:01Z
2026-07-19T17:55:55Z,highest-temperature-in-atlanta-on-july-19-2026,highest-temperature-in-atlanta-on-july-19-2026-92-93f,atlanta,2026-07-19,NO,92-93°F,10-19c,0.83,12.05,10.0,0.085,0.18,0.53,1.97,won,12.05,1.97,2026-07-20T06:38:01Z
2026-07-19T18:05:52Z,highest-temperature-in-buenos-aires-on-july-19-2026,highest-temperature-in-buenos-aires-on-july-19-2026-13c,buenos-aires,2026-07-19,YES,13°C,dao-chieu,0.86,34.88,30.0,0.21,0.86,0.26,4.67,won,34.88,4.67,2026-07-20T06:38:01Z
2026-07-19T18:41:48Z,highest-temperature-in-toronto-on-july-19-2026,highest-temperature-in-toronto-on-july-19-2026-23c,toronto,2026-07-19,NO,23°C,20-29c,0.79,12.66,10.0,0.105,0.297,0.553,2.56,won,12.66,2.56,2026-07-20T06:38:01Z
2026-07-19T19:02:10Z,highest-temperature-in-chicago-on-july-19-2026,highest-temperature-in-chicago-on-july-19-2026-80-81f,chicago,2026-07-19,NO,80-81°F,20-29c,0.73,13.7,10.0,0.135,0.28,0.52,3.56,won,13.7,3.56,2026-07-20T06:38:01Z
2026-07-19T19:07:34Z,highest-temperature-in-chicago-on-july-19-2026,highest-temperature-in-chicago-on-july-19-2026-80-81f,chicago,2026-07-19,NO,80-81°F,10-19c,0.87,11.49,10.0,0.065,0.15,0.52,1.43,won,11.49,1.43,2026-07-20T06:38:01Z
2026-07-19T19:32:54Z,highest-temperature-in-seattle-on-july-19-2026,highest-temperature-in-seattle-on-july-19-2026-78-79f,seattle,2026-07-19,NO,78-79°F,20-29c,0.76,13.16,10.0,0.12,0.29,0.48,3.04,open,,,
2026-07-19T19:47:51Z,highest-temperature-in-dallas-on-july-19-2026,highest-temperature-in-dallas-on-july-19-2026-100-101f,dallas,2026-07-19,NO,100-101°F,20-29c,0.77,12.99,10.0,0.115,0.25,0.54,2.88,won,12.99,2.88,2026-07-20T06:38:01Z
2026-07-19T19:57:57Z,highest-temperature-in-toronto-on-july-19-2026,highest-temperature-in-toronto-on-july-19-2026-23c,toronto,2026-07-19,NO,23°C,10-19c,0.854,11.71,10.0,0.073,0.15,0.553,1.64,won,11.71,1.64,2026-07-20T06:38:01Z
2026-07-19T20:23:32Z,highest-temperature-in-chicago-on-july-19-2026,highest-temperature-in-chicago-on-july-19-2026-80-81f,chicago,2026-07-19,YES,80-81°F,dao-chieu,0.66,45.45,30.0,0.5099,0.66,0.28,14.94,lost,0.0,-30.51,2026-07-20T06:38:01Z
2026-07-19T20:43:54Z,highest-temperature-in-dallas-on-july-19-2026,highest-temperature-in-dallas-on-july-19-2026-100-101f,dallas,2026-07-19,YES,100-101°F,dao-chieu,0.5,60.0,30.0,0.75,0.5,0.25,29.25,lost,0.0,-30.75,2026-07-20T06:38:01Z
2026-07-19T20:54:17Z,highest-temperature-in-san-francisco-on-july-19-2026,highest-temperature-in-san-francisco-on-july-19-2026-68-69f,san-francisco,2026-07-19,NO,68-69°F,20-29c,0.91,10.99,10.0,0.045,0.26,0.6,0.95,open,,,
2026-07-19T21:04:45Z,highest-temperature-in-seattle-on-july-19-2026,highest-temperature-in-seattle-on-july-19-2026-78-79f,seattle,2026-07-19,YES,78-79°F,dao-chieu,0.54,55.56,30.0,0.6901,0.54,0.29,24.87,open,,,
2026-07-19T21:20:02Z,highest-temperature-in-mexico-city-on-july-19-2026,highest-temperature-in-mexico-city-on-july-19-2026-25c,mexico-city,2026-07-19,NO,25°C,10-19c,0.93,10.75,10.0,0.035,0.18,0.45,0.71,open,,,
2026-07-19T21:30:25Z,highest-temperature-in-mexico-city-on-july-19-2026,highest-temperature-in-mexico-city-on-july-19-2026-25c,mexico-city,2026-07-19,NO,25°C,20-29c,0.77,12.99,10.0,0.115,0.24,0.45,2.88,open,,,
2026-07-19T21:35:37Z,highest-temperature-in-san-francisco-on-july-19-2026,highest-temperature-in-san-francisco-on-july-19-2026-68-69f,san-francisco,2026-07-19,NO,68-69°F,10-19c,0.96,10.42,10.0,0.02,0.14,0.6,0.4,open,,,
2026-07-19T21:40:52Z,highest-temperature-in-houston-on-july-19-2026,highest-temperature-in-houston-on-july-19-2026-96-97f,houston,2026-07-19,NO,96-97°F,10-19c,0.94,10.64,10.0,0.03,0.19,0.63,0.61,open,,,
2026-07-19T21:46:02Z,highest-temperature-in-mexico-city-on-july-19-2026,highest-temperature-in-mexico-city-on-july-19-2026-25c,mexico-city,2026-07-19,YES,25°C,dao-chieu,0.52,57.69,30.0,0.72,0.52,0.18,26.97,open,,,
2026-07-19T21:46:02Z,highest-temperature-in-houston-on-july-19-2026,highest-temperature-in-houston-on-july-19-2026-96-97f,houston,2026-07-19,NO,96-97°F,20-29c,0.86,11.63,10.0,0.07,0.25,0.63,1.56,open,,,
2026-07-19T21:46:02Z,highest-temperature-in-san-francisco-on-july-19-2026,highest-temperature-in-san-francisco-on-july-19-2026-66-67f,san-francisco,2026-07-19,NO,66-67°F,20-29c,0.85,11.76,10.0,0.075,0.29,0.59,1.68,open,,,
2026-07-19T21:51:14Z,highest-temperature-in-denver-on-july-19-2026,highest-temperature-in-denver-on-july-19-2026-96-97f,denver,2026-07-19,NO,96-97°F,20-29c,0.73,13.7,10.0,0.135,0.28,0.47,3.56,open,,,
2026-07-19T22:02:11Z,highest-temperature-in-dallas-on-july-19-2026,highest-temperature-in-dallas-on-july-19-2026-100-101f,dallas,2026-07-19,NO,100-101°F,10-19c,0.96,10.42,10.0,0.02,0.12,0.54,0.4,won,10.42,0.4,2026-07-20T06:38:01Z
2026-07-19T22:02:11Z,highest-temperature-in-austin-on-july-19-2026,highest-temperature-in-austin-on-july-19-2026-96-97f,austin,2026-07-19,NO,96-97°F,20-29c,0.97,10.31,10.0,0.015,0.23,0.69,0.3,open,,,
2026-07-19T22:06:57Z,highest-temperature-in-austin-on-july-19-2026,highest-temperature-in-austin-on-july-19-2026-96-97f,austin,2026-07-19,NO,96-97°F,10-19c,0.97,10.31,10.0,0.015,0.19,0.69,0.3,open,,,
2026-07-19T22:17:01Z,highest-temperature-in-san-francisco-on-july-19-2026,highest-temperature-in-san-francisco-on-july-19-2026-66-67f,san-francisco,2026-07-19,NO,66-67°F,10-19c,0.95,10.53,10.0,0.025,0.14,0.59,0.5,open,,,
2026-07-19T23:54:29Z,highest-temperature-in-seattle-on-july-19-2026,highest-temperature-in-seattle-on-july-19-2026-76-77f,seattle,2026-07-19,NO,76-77°F,10-19c,0.96,10.42,10.0,0.02,0.19,0.7,0.4,open,,,
2026-07-20T00:00:13Z,highest-temperature-in-san-francisco-on-july-20-2026,highest-temperature-in-san-francisco-on-july-20-2026-72-73f,san-francisco,2026-07-20,NO,72-73°F,20-29c,0.8,12.5,10.0,0.1,0.23,0.44,2.4,open,,,
2026-07-20T00:04:53Z,highest-temperature-in-kuala-lumpur-on-july-20-2026,highest-temperature-in-kuala-lumpur-on-july-20-2026-32c,kuala-lumpur,2026-07-20,NO,32°C,20-29c,0.75,13.33,10.0,0.125,0.29,0.4,3.21,open,,,
2026-07-20T00:30:37Z,highest-temperature-in-tokyo-on-july-20-2026,highest-temperature-in-tokyo-on-july-20-2026-35c,tokyo,2026-07-20,NO,35°C,20-29c,0.74,13.51,10.0,0.13,0.29,0.43,3.38,open,,,
2026-07-20T00:56:18Z,highest-temperature-in-shanghai-on-july-20-2026,highest-temperature-in-shanghai-on-july-20-2026-33c,shanghai,2026-07-20,NO,33°C,20-29c,0.79,12.66,10.0,0.105,0.24,0.41,2.56,open,,,
2026-07-20T01:26:40Z,highest-temperature-in-tokyo-on-july-20-2026,highest-temperature-in-tokyo-on-july-20-2026-35c,tokyo,2026-07-20,NO,35°C,10-19c,0.83,12.05,10.0,0.085,0.19,0.43,1.97,open,,,
2026-07-20T01:31:53Z,highest-temperature-in-beijing-on-july-20-2026,highest-temperature-in-beijing-on-july-20-2026-32corhigher,beijing,2026-07-20,NO,>=32°C,20-29c,0.8,12.5,10.0,0.1,0.271,0.466,2.4,open,,,
2026-07-20T01:42:01Z,highest-temperature-in-kuala-lumpur-on-july-20-2026,highest-temperature-in-kuala-lumpur-on-july-20-2026-32c,kuala-lumpur,2026-07-20,NO,32°C,10-19c,0.9,11.11,10.0,0.05,0.18,0.4,1.06,open,,,
2026-07-20T02:08:17Z,highest-temperature-in-beijing-on-july-20-2026,highest-temperature-in-beijing-on-july-20-2026-32corhigher,beijing,2026-07-20,NO,>=32°C,10-19c,0.913,10.95,10.0,0.0435,0.148,0.466,0.91,open,,,
2026-07-20T02:08:17Z,highest-temperature-in-tokyo-on-july-20-2026,highest-temperature-in-tokyo-on-july-20-2026-34c,tokyo,2026-07-20,NO,34°C,20-29c,0.76,13.16,10.0,0.12,0.29,0.52,3.04,open,,,
2026-07-20T02:08:17Z,highest-temperature-in-hong-kong-on-july-20-2026,highest-temperature-in-hong-kong-on-july-20-2026-30c,hong-kong,2026-07-20,NO,30°C,20-29c,0.73,13.7,10.0,0.135,0.28,0.53,3.56,open,,,
2026-07-20T02:18:46Z,highest-temperature-in-kuala-lumpur-on-july-20-2026,highest-temperature-in-kuala-lumpur-on-july-20-2026-29c,kuala-lumpur,2026-07-20,NO,29°C,20-29c,0.812,12.32,10.0,0.094,0.295,0.518,2.23,open,,,
2026-07-20T02:29:13Z,highest-temperature-in-shanghai-on-july-20-2026,highest-temperature-in-shanghai-on-july-20-2026-33c,shanghai,2026-07-20,NO,33°C,10-19c,0.88,11.36,10.0,0.06,0.14,0.41,1.3,open,,,
2026-07-20T02:29:13Z,highest-temperature-in-busan-on-july-20-2026,highest-temperature-in-busan-on-july-20-2026-31c,busan,2026-07-20,NO,31°C,20-29c,0.85,11.76,10.0,0.075,0.27,0.5,1.68,open,,,
2026-07-20T02:54:59Z,highest-temperature-in-madrid-on-july-20-2026,highest-temperature-in-madrid-on-july-20-2026-37c,madrid,2026-07-20,NO,37°C,20-29c,0.75,13.33,10.0,0.125,0.27,0.41,3.21,open,,,
2026-07-20T02:59:54Z,highest-temperature-in-tokyo-on-july-20-2026,highest-temperature-in-tokyo-on-july-20-2026-34c,tokyo,2026-07-20,YES,34°C,dao-chieu,0.58,51.72,30.0,0.6299,0.58,0.29,21.09,open,,,
2026-07-20T03:10:03Z,highest-temperature-in-hong-kong-on-july-20-2026,highest-temperature-in-hong-kong-on-july-20-2026-30c,hong-kong,2026-07-20,NO,30°C,10-19c,0.84,11.9,10.0,0.08,0.18,0.53,1.82,open,,,
2026-07-20T03:10:03Z,highest-temperature-in-shanghai-on-july-20-2026,highest-temperature-in-shanghai-on-july-20-2026-35c,shanghai,2026-07-20,NO,35°C,10-19c,0.85,11.76,10.0,0.075,0.17,0.4,1.68,open,,,
2026-07-20T03:15:17Z,highest-temperature-in-shanghai-on-july-20-2026,highest-temperature-in-shanghai-on-july-20-2026-35c,shanghai,2026-07-20,NO,35°C,20-29c,0.82,12.2,10.0,0.09,0.25,0.4,2.11,open,,,
2026-07-20T03:15:17Z,highest-temperature-in-guangzhou-on-july-20-2026,highest-temperature-in-guangzhou-on-july-20-2026-32c,guangzhou,2026-07-20,NO,32°C,20-29c,0.81,12.35,10.0,0.095,0.23,0.53,2.25,open,,,
2026-07-20T03:20:31Z,highest-temperature-in-moscow-on-july-20-2026,highest-temperature-in-moscow-on-july-20-2026-28c,moscow,2026-07-20,NO,28°C,20-29c,0.74,13.51,10.0,0.13,0.29,0.4,3.38,open,,,
2026-07-20T03:35:53Z,highest-temperature-in-kuala-lumpur-on-july-20-2026,highest-temperature-in-kuala-lumpur-on-july-20-2026-29c,kuala-lumpur,2026-07-20,YES,29°C,dao-chieu,0.587,51.11,30.0,0.6195,0.587,0.295,20.49,open,,,
2026-07-20T03:50:51Z,highest-temperature-in-tokyo-on-july-20-2026,highest-temperature-in-tokyo-on-july-20-2026-35c,tokyo,2026-07-20,YES,35°C,dao-chieu,0.54,55.56,30.0,0.6901,0.54,0.29,24.87,open,,,
2026-07-20T04:02:05Z,highest-temperature-in-busan-on-july-20-2026,highest-temperature-in-busan-on-july-20-2026-31c,busan,2026-07-20,NO,31°C,10-19c,0.97,10.31,10.0,0.015,0.14,0.5,0.3,open,,,
2026-07-20T04:02:05Z,highest-temperature-in-seoul-on-july-20-2026,highest-temperature-in-seoul-on-july-20-2026-24c,seoul,2026-07-20,NO,24°C,20-29c,0.799,12.52,10.0,0.1005,0.26,0.437,2.42,open,,,
2026-07-20T04:06:14Z,highest-temperature-in-taipei-on-july-20-2026,highest-temperature-in-taipei-on-july-20-2026-36c,taipei,2026-07-20,NO,36°C,20-29c,0.82,12.2,10.0,0.09,0.29,0.46,2.11,open,,,
2026-07-20T04:11:26Z,highest-temperature-in-seoul-on-july-20-2026,highest-temperature-in-seoul-on-july-20-2026-24c,seoul,2026-07-20,NO,24°C,10-19c,0.926,10.8,10.0,0.037,0.111,0.437,0.76,open,,,
2026-07-20T04:11:26Z,highest-temperature-in-kuala-lumpur-on-july-20-2026,highest-temperature-in-kuala-lumpur-on-july-20-2026-30c,kuala-lumpur,2026-07-20,NO,30°C,20-29c,0.79,12.66,10.0,0.105,0.23,0.4,2.56,open,,,
2026-07-20T04:26:10Z,highest-temperature-in-busan-on-july-20-2026,highest-temperature-in-busan-on-july-20-2026-31c,busan,2026-07-20,YES,31°C,dao-chieu,0.53,56.6,30.0,0.705,0.53,0.27,25.9,open,,,
2026-07-20T04:26:10Z,highest-temperature-in-taipei-on-july-20-2026,highest-temperature-in-taipei-on-july-20-2026-35c,taipei,2026-07-20,NO,35°C,20-29c,0.79,12.66,10.0,0.105,0.29,0.47,2.56,open,,,
2026-07-20T04:31:26Z,highest-temperature-in-taipei-on-july-20-2026,highest-temperature-in-taipei-on-july-20-2026-36c,taipei,2026-07-20,NO,36°C,10-19c,0.95,10.53,10.0,0.025,0.15,0.46,0.5,open,,,
2026-07-20T04:41:37Z,highest-temperature-in-shanghai-on-july-20-2026,highest-temperature-in-shanghai-on-july-20-2026-35c,shanghai,2026-07-20,YES,35°C,dao-chieu,0.52,57.69,30.0,0.72,0.52,0.17,26.97,open,,,
2026-07-20T04:41:37Z,highest-temperature-in-beijing-on-july-20-2026,highest-temperature-in-beijing-on-july-20-2026-30c,beijing,2026-07-20,NO,30°C,20-29c,0.83,12.05,10.0,0.085,0.26,0.52,1.97,open,,,
2026-07-20T04:56:55Z,highest-temperature-in-beijing-on-july-20-2026,highest-temperature-in-beijing-on-july-20-2026-30c,beijing,2026-07-20,NO,30°C,10-19c,0.93,10.75,10.0,0.035,0.17,0.52,0.71,open,,,
2026-07-20T04:56:55Z,highest-temperature-in-tokyo-on-july-20-2026,highest-temperature-in-tokyo-on-july-20-2026-36c,tokyo,2026-07-20,NO,36°C,20-29c,0.898,11.14,10.0,0.051,0.298,0.587,1.09,open,,,
2026-07-20T05:02:07Z,highest-temperature-in-tokyo-on-july-20-2026,highest-temperature-in-tokyo-on-july-20-2026-36c,tokyo,2026-07-20,NO,36°C,10-19c,0.938,10.66,10.0,0.031,0.145,0.587,0.63,open,,,
2026-07-20T05:12:00Z,highest-temperature-in-beijing-on-july-20-2026,highest-temperature-in-beijing-on-july-20-2026-28c,beijing,2026-07-20,NO,28°C,10-19c,0.883,11.33,10.0,0.0585,0.19,0.499,1.27,open,,,
2026-07-20T05:22:20Z,highest-temperature-in-chongqing-on-july-20-2026,highest-temperature-in-chongqing-on-july-20-2026-37c,chongqing,2026-07-20,NO,37°C,20-29c,0.86,11.63,10.0,0.07,0.26,0.53,1.56,open,,,
2026-07-20T05:27:38Z,highest-temperature-in-chongqing-on-july-20-2026,highest-temperature-in-chongqing-on-july-20-2026-37c,chongqing,2026-07-20,NO,37°C,10-19c,0.87,11.49,10.0,0.065,0.19,0.53,1.43,open,,,
2026-07-20T05:32:57Z,highest-temperature-in-beijing-on-july-20-2026,highest-temperature-in-beijing-on-july-20-2026-30c,beijing,2026-07-20,YES,30°C,dao-chieu,0.78,38.46,30.0,0.33,0.78,0.26,8.13,open,,,
2026-07-20T05:37:49Z,highest-temperature-in-taipei-on-july-20-2026,highest-temperature-in-taipei-on-july-20-2026-35c,taipei,2026-07-20,YES,35°C,dao-chieu,0.92,32.61,30.0,0.12,0.92,0.29,2.49,open,,,
2026-07-20T05:53:20Z,highest-temperature-in-seoul-on-july-20-2026,highest-temperature-in-seoul-on-july-20-2026-25c,seoul,2026-07-20,NO,25°C,20-29c,0.85,11.76,10.0,0.075,0.22,0.42,1.68,open,,,
2026-07-20T05:58:13Z,highest-temperature-in-seoul-on-july-20-2026,highest-temperature-in-seoul-on-july-20-2026-25c,seoul,2026-07-20,NO,25°C,10-19c,0.88,11.36,10.0,0.06,0.19,0.42,1.3,open,,,
2026-07-20T06:03:04Z,highest-temperature-in-manila-on-july-20-2026,highest-temperature-in-manila-on-july-20-2026-34c,manila,2026-07-20,NO,34°C,20-29c,0.88,11.36,10.0,0.06,0.26,0.41,1.3,open,,,
2026-07-20T06:08:22Z,highest-temperature-in-lucknow-on-july-20-2026,highest-temperature-in-lucknow-on-july-20-2026-28c,lucknow,2026-07-20,NO,28°C,20-29c,0.76,13.16,10.0,0.12,0.28,0.49,3.04,open,,,
2026-07-20T06:13:14Z,highest-temperature-in-kuala-lumpur-on-july-20-2026,highest-temperature-in-kuala-lumpur-on-july-20-2026-30c,kuala-lumpur,2026-07-20,NO,30°C,10-19c,0.87,11.49,10.0,0.065,0.19,0.4,1.43,open,,,
2026-07-20T06:23:48Z,highest-temperature-in-chengdu-on-july-20-2026,highest-temperature-in-chengdu-on-july-20-2026-39c,chengdu,2026-07-20,NO,39°C,20-29c,0.78,12.82,10.0,0.11,0.26,0.49,2.71,open,,,
2026-07-20T06:33:44Z,highest-temperature-in-chengdu-on-july-20-2026,highest-temperature-in-chengdu-on-july-20-2026-39c,chengdu,2026-07-20,NO,39°C,10-19c,0.94,10.64,10.0,0.03,0.15,0.49,0.61,open,,,
2026-07-20T06:49:11Z,highest-temperature-in-chengdu-on-july-20-2026,highest-temperature-in-chengdu-on-july-20-2026-37c,chengdu,2026-07-20,NO,37°C,20-29c,0.79,12.66,10.0,0.105,0.29,0.43,2.56,open,,,
2026-07-20T07:30:01Z,highest-temperature-in-lucknow-on-july-20-2026,highest-temperature-in-lucknow-on-july-20-2026-28c,lucknow,2026-07-20,NO,28°C,10-19c,0.82,12.2,10.0,0.09,0.19,0.49,2.11,open,,,
2026-07-20T07:40:19Z,highest-temperature-in-chengdu-on-july-20-2026,highest-temperature-in-chengdu-on-july-20-2026-37c,chengdu,2026-07-20,NO,37°C,10-19c,0.93,10.75,10.0,0.035,0.15,0.48,0.71,open,,,
2026-07-20T08:11:21Z,highest-temperature-in-shenzhen-on-july-20-2026,highest-temperature-in-shenzhen-on-july-20-2026-30c,shenzhen,2026-07-20,NO,30°C,20-29c,0.88,11.36,10.0,0.06,0.29,0.47,1.3,open,,,
2026-07-20T08:21:38Z,highest-temperature-in-shenzhen-on-july-20-2026,highest-temperature-in-shenzhen-on-july-20-2026-30c,shenzhen,2026-07-20,NO,30°C,10-19c,0.83,12.05,10.0,0.085,0.19,0.47,1.97,open,,,
2026-07-20T08:21:38Z,highest-temperature-in-london-on-july-20-2026,highest-temperature-in-london-on-july-20-2026-25c,london,2026-07-20,NO,25°C,20-29c,0.72,13.89,10.0,0.14,0.29,0.54,3.75,open,,,
